Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",12.7,$291.02M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ardc
ARES,Ares Management Corporation,39.84,$5.71B,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/ares
ARES^A,Ares Management Corporation,26.31,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",42.58,$666.38M,n/a,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/agx
ARGD,"Argo Group International Holdings, Ltd.",25.78,n/a,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",34.93,$1.21B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argo
ARGO^A,"Argo Group International Holdings, Ltd.",25.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/argo^a
ANET,"Arista Networks, Inc.",221.38,$16.83B,2014,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,2.83,$99.1M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,18.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ai^b
AI^C,Arlington Asset Investment Corp,19.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ai^c
AIC,Arlington Asset Investment Corp,24.1,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiw
ARLO,"Arlo Technologies, Inc.",6.03,$471.16M,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/arlo
AHH,"Armada Hoffler Properties, Inc.",10.17,$797.83M,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/ahh
AHH^A,"Armada Hoffler Properties, Inc.",24.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahh^a
ARR,"ARMOUR Residential REIT, Inc.",9.61,$621.67M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/arr
ARR^C,"ARMOUR Residential REIT, Inc.",23.3899,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/arr^c
AFI,"Armstrong Flooring, Inc.",3.73,$80.55M,2016,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,74.15,$3.55B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",74.82,$5.81B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,106.37,$20.37B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,37.7,$2.96B,2013,Finance,Investment Managers,https://old.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,23.01,$443.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,105.27,$2.03B,2002,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/abg
ACND.U,Ascendant Digital Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/acnd.u
ASX,"ASE Technology Holding Co., Ltd.",4.1,$8.74B,2018,Technology,Semiconductors,https://old.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,69.89,$3.67B,1992,Technology,Professional Services,https://old.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,3.41,$35.72M,2003,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,5.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,5.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,5.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,5.18,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,5.17,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,75.12,$4.54B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/ash
ASPN,"Aspen Aerogels, Inc.",8.62,$231.41M,2014,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/aspn
AHL^C,Aspen Insurance Holdings Limited,26.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,25.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^d
AHL^E,Aspen Insurance Holdings Limited,25.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^e
AMK,"AssetMark Financial Holdings, Inc.",23.87,$1.73B,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/amk
ASB,Associated Banc-Corp,13.38,$2.06B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,25.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,27.26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^e
ASB^F,Associated Banc-Corp,26.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^f
AC,"Associated Capital Group, Inc.",38.66,$864.51M,2015,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",122.03,$7.28B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",120.17,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,22.64,$1.89B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,27.64,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,27.23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,56.49,$148.26B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,19.24,$1.23B,2016,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/home
T,AT&T Inc.,29.67,$211.4B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/t
T^A,AT&T Inc.,26.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/t^a
T^C,AT&T Inc.,25.48,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/t^c
TBB,AT&T Inc.,26.82,n/a,2017,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,27.85,n/a,2018,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbc
ATTO,Atento S.A.,10.48,$148.39M,2014,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,35.9,$6.97B,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,26.74,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^a
ATH^B,Athene Holding Ltd.,25.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^b
ATH^C,Athene Holding Ltd.,26.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^c
ATKR,Atkore International Group Inc.,29.63,$1.4B,2016,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.17,$193.61M,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/at
ATCO,Atlas Corp.,8.19,$2.02B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/atco
ATCO^D,Atlas Corp.,23.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^d
ATCO^E,Atlas Corp.,24.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^e
ATCO^G,Atlas Corp.,24.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^g
ATCO^H,Atlas Corp.,23.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^h
ATCO^I,Atlas Corp.,22.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^i
ATO,Atmos Energy Corporation,101.7,$12.55B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ato
ACB,Aurora Cannabis Inc.,9.6,$1.08B,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/acb
ATHM,Autohome Inc.,89.19,$10.62B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",69.84,$6.1B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",58.16,$5.07B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",1203.5,$28.11B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",123.75,$10.41B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",153.7,$21.63B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",49.08,$15.17B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",31.83,$1.52B,2014,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/avns
AVTR,"Avantor, Inc.",21.17,$12.21B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",69.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/avtr^a
AVYA,Avaya Holdings Corp.,16.32,$1.35B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,113.44,$9.47B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/avy
AVNT,Avient Corporation,26.09,$2.39B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/avnt
AVA,Avista Corporation,35.74,$2.43B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ava
AXTA,Axalta Coating Systems Ltd.,23.64,$5.56B,2014,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,45.52,$3.84B,2003,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs
AXS^E,Axis Capital Holdings Limited,25.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/axs^e
AX,"Axos Financial, Inc.",24.26,$1.45B,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax
AXO,"Axos Financial, Inc.",25.55,n/a,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/axo
AZUL,Azul S.A.,11.63,$1.33B,2017,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,23.24,$1.11B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,34.06,$892.2M,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",29.92,$1.92B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bgs
BMRG,B. Riley Principal Merger Corp. II,10.09,$233.9M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/bmrg
BMRG.U,B. Riley Principal Merger Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/bmrg.u
BMRG.WS,B. Riley Principal Merger Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bmrg.ws
BW,Babcock,2.67,$131.66M,2015,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,13.46,$269.98M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",64.43,$1.88B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi
BCSF,"Bain Capital Specialty Finance, Inc.",10.54,$680.49M,2018,n/a,n/a,https://old.nasdaq.com/symbol/bcsf
BKR,Baker Hughes Company,15.73,$16.26B,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr
BBN,BalckRock Taxable Municipal Bond Trust,25.42,$1.45B,2010,n/a,n/a,https://old.nasdaq.com/symbol/bbn
BLL,Ball Corporation,75.76,$24.74B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",11.27,$566.11M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",25.4802,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",25.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^e
BBAR,Banco BBVA Argentina S.A.,3.3,$673.98M,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar
BBVA,Banco Bilbao Viscaya Argentaria S.A.,2.88,$19.2B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,3.69,$32.6B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,3.45,$30.48B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,17.49,$8.83B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",12.32,$488.76M,1992,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,5.17,$38.57B,2009,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,16.17,$7.62B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsac
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",3.47,$4.71B,2012,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsmx
SAN,"Banco Santander, S.A.",2.19,$36.38B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",23.18,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,26.84,$6.45B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,21.95,$2.25B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs
BXS^A,BancorpSouth Bank,25.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs^a
BAC,Bank of America Corporation,25.1,$217.47B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,26.2735,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,27.465,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.03,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,24.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,27.33,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1484.87,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,27.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^m
BAC^N,Bank of America Corporation,27.34,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^n
BML^G,Bank of America Corporation,20.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,20.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,24.81,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,24.3219,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,55.67,$2.23B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,57.72,$36.92B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),25.93,$1.32B,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ntb
BNS,Bank of Nova Scotia (The),42.52,$51.51B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",22.21,$2.05B,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bku
BCS,Barclays PLC,5.62,$24.37B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs
BBDC,"Barings BDC, Inc.",8.27,$396.64M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,13.5,$273.53M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,11.99,$127.11M,1988,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",2.31,$112M,2015,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bned
B,"Barnes Group, Inc.",38.38,$1.94B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b
GOLD,Barrick Gold Corporation,29.95,$53.25B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gold
BHC,Bausch Health Companies Inc.,16.88,$5.99B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,82.89,$41.96B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,0.52,$291.82M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bte
BBX,BBX Capital Corporation,16.94,$327.24M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",43.44,$39.28B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",12.54,$389M,1994,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",258.93,$75.06B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx
BDXB,"Becton, Dickinson and Company",55.75,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdxb
BDC,Belden Inc,34.13,$1.52B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc
BRBR,"BellRing Brands, Inc.",19.62,$773.59M,2019,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/brbr
BHE,"Benchmark Electronics, Inc.",19.97,$728.13M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",9.35,$471.02M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",54.11,$7.17B,2012,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",111.7,$28.85B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby
BEST,BEST Inc.,4.16,$1.63B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best
BGSF,BG Staffing Inc,10.13,$104.41M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/bgsf
BHP,BHP Group Limited,55.74,$140.96B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,46.04,$116.44B,n/a,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",49.12,$1.93B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,96.5,$299.44M,2018,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bh.a
BILL,"Bill.com Holdings, Inc.",97.18,$7.64B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bill
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,63.88,$3.81B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",515.58,$15.3B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,15.83,$1.12B,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",44.46,$6.16B,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/bj
BKH,Black Hills Corporation,56.97,$3.57B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",80.88,$12.7B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",6.91,$1.43B,2015,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,4.83,$2.68B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,8.55,$189.36M,2017,n/a,n/a,https://old.nasdaq.com/symbol/bgio
BFZ,BlackRock California Municipal Income Trust,13.77,$436.19M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,15.71,$693.15M,2004,n/a,n/a,https://old.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,15.65,$844.08M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.95,$1.33B,2003,n/a,n/a,https://old.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,13.95,$1.3B,2006,n/a,n/a,https://old.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",10.04,$470.05M,1998,n/a,n/a,https://old.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,7.02,$209.37M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,7.55,$1.42B,2005,n/a,n/a,https://old.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.2086,$62.54M,2005,n/a,n/a,https://old.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,11.7,$419.24M,2003,n/a,n/a,https://old.nasdaq.com/symbol/fra
